last,first,state,cabc,caic,cbill,claw,cpass,sabc,saic,sbill,slaw,spass,ssabc,ssaic,ssbill,sslaw,sspass,congress,cgnum,icpsr,year,dem,majority,elected,female,afam,latino,votepct,dwnom1,chair,subchr,seniority,state_leg,state_leg_prof,maj_leader,min_leader,allbill,allaic,allabc,allpass,alllaw,les,lagles,meddist,power,up_for_reelection,freshman,majparty_dist,deleg_size,benchmark,expectation,cong_icpsr,icpsr_2,name,party,count_co_by_mem_sn,count_spon_by_mem_sn,count_dem_co_sn,count_rep_co_sn,count_spon_cosponsored_SN,mean_cospon_spon_SN,mean_pct_cospon_opp_spon_SN,count_opposing_co_spon_sn,cong,cong_icpsr_2,count_co_by_mem_sn_nc,count_spon_by_mem_sn_nc,count_dem_co_sn_nc,count_rep_co_sn_nc,count_spon_cosponsored_SN_nc,mean_cospon_spon_SN_nc,mean_pct_cospon_opp_spon_SN_nc,count_opposing_co_spon_sn_nc,mean_prop_cospon_opp_spon_SN_ss,prop_co_bipart_ss,votepct_sq,perc_co_bipart,mean_prop_cospon_opp_spon_SN,prop_co_bipart,pct_aic,pct_abc,pct_pass,pct_law,gridlock,post1994,bipart_sq,prop_spon_bi_cospon,prop_spon_bi_cospon_all,count_spon_no_cospon,prop_spon_no_cospon,mean_prop_cospon_opp_spon_SN_nc,perc_co_bipart_nc,prop_co_bipart_nc,normbipart,time,majsize,majmargin,demmd,repmd,ptydiff,normptydiff,normvotepct,nonclaw
Sarbanes,Paul,MD,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,97,494,13039,1980,1,0,1976,0,0,0,57,-0.44600000977516174,0,0,3,1,0.25200000405311584,0,0,5,3,0,0,0,0.05542249977588653,0.14841598272323608,0.4629999995231629,1,1,0,0.7136980891227722,8,0.4211394786834717,1,97.13039,13039,611,100,124,5,70,54,4,1.25,100,4,97,97.13039,119,4,68,51,3,1.33333333333333,100,3,NA,0.666666666666667,3249,43.548386,1,0.43548384,60,0,NA,NA,100,0,1,1,0.8,1,0.2,1,42.857143,0.42857143,3.1551945,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.29117,0
Cohen,William,ME,1,1,2,0,1,2,9,15,0,0,3,2,3,1,2,97,429,14010,1980,0,1,1978,0,0,0,57,0.08100000023841858,0,1,2,0,0,0,0,20,12,6,3,1,0.9103540182113647,0.1389697939157486,0.06400000303983688,0,0,0,0.1866980940103531,2,0.9889922142028807,2,97.1401,14010,162,200,106,20,38,68,9,7.11111111111111,56.5201465201465,8,97,97.1401,105,18,37,68,9,7.11111111111111,56.5201465201465,8,0.535714285714286,0.142857142857143,3249,35.849056,0.56520146,0.35849056,60,30,50,33.333332,95,0,0.3194527,0.8888889,0.4,11,0.55,0.56520146,35.238094,0.35238093,0.87260425,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.29117,1
Mitchell,George,ME,1,1,1,0,0,1,23,29,1,1,0,1,1,0,0,97,478,14713,1980,1,0,1980,0,0,0,NA,-0.3089999854564667,0,0,2,0,0,0,0,31,25,2,1,1,0.6227931380271912,0.00798949506133794,0.3259999752044678,1,1,0,0.5766980648040771,2,0.3883307278156281,3,97.14713,14713,501,100,105,31,44,61,21,3.57142857142857,58.7645159073731,17,97,97.14713,104,30,44,60,21,3.57142857142857,58.7645159073731,17,0.444444444444444,0.846153846153846,NA,58.095238,0.5876452,0.5809524,80.645164,6.451613,50,100,96.77419,0,0.34532684,0.8095238,0.5483871,10,0.32258064,0.5876452,57.692307,0.5769231,0.9904285,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,NA,1
Levin,Carl,MI,4,4,10,0,4,0,18,26,0,0,0,0,0,0,0,97,469,14709,1980,1,0,1978,0,0,0,52,-0.4020000100135803,0,0,2,0,0,0,0,36,22,4,4,0,0.421479195356369,0.32583704590797424,0.4189999997615814,0,0,0,0.6696981191635132,19,0.3883307278156281,2,97.14709,14709,435,100,140,36,80,60,18,11.1111111111111,32.4815050086789,14,97,97.14709,134,26,76,58,17,7.64705882352941,31.2829380764163,13,NA,0.636363636363636,2704,42.857143,0.32481506,0.42857143,61.11111,11.111111,100,0,100,0,0.105504826,0.7777778,0.3888889,18,0.5,0.31282938,43.28358,0.43283582,-0.38936794,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.8210961,0
Riegle,Donald,MI,6,8,17,0,6,0,25,32,0,0,0,0,0,0,0,97,491,11043,1980,1,0,1976,0,0,0,52,-0.44999998807907104,0,0,3,0,0,0,0,49,33,6,6,0,0.5744510293006897,0.8369908332824707,0.46699997782707214,0,1,0,0.7176980972290039,19,0.4211394786834717,2,97.11043,11043,583,100,147,49,79,68,26,4.26923076923077,9.17329796640141,5,97,97.11043,142,32,77,65,24,4.54166666666667,9.93773946360153,5,NA,0.72,2704,46.258503,0.09173298,0.46258503,67.34694,12.244898,100,0,100,0,0.008414939,0.1923077,0.10204082,23,0.46938777,0.09937739,45.774647,0.45774648,-1.6129942,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.8210961,0
Boschwitz,Rudy,MN,0,1,16,0,0,1,9,11,1,1,0,1,1,0,0,97,418,14701,1980,0,1,1978,0,0,0,57,0.2039999961853027,0,1,2,0,0,0,0,28,11,1,1,1,0.3880135118961334,0.32051488757133484,0.18699999153614044,1,0,0,0.06369810551404953,8,0.9889922142028807,1,97.14701,14701,73,200,92,28,16,76,8,5.75,26.3888888888889,4,97,97.14701,89,12,15,74,7,6.42857142857143,30.1587301587302,4,0.111111111111111,0.0625,3249,17.391304,0.2638889,0.17391305,39.285713,3.5714285,100,100,96.42857,0,0.06963735,0.5,0.14285715,20,0.71428573,0.3015873,16.853933,0.16853933,-0.70921606,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.29117,1
Durenberger,Dave,MN,0,0,2,0,0,1,37,51,1,1,1,2,2,0,1,97,439,14703,1980,0,1,1978,0,0,0,61,0.08100000023841858,0,1,2,0,0,0,0,55,39,2,2,1,1.080477595329285,0.3067966103553772,0.06400000303983688,1,1,0,0.1866980940103531,8,0.9889922142028807,2,97.14703,14703,224,200,158,55,51,107,35,7.68571428571429,41.0635324575174,27,97,97.14703,151,53,47,104,35,7.68571428571429,41.0635324575174,27,NA,0.264705882352941,3721,32.27848,0.41063532,0.3227848,70.90909,3.6363637,100,50,98.181816,0,0.16862136,0.7714286,0.4909091,20,0.36363637,0.41063532,31.125828,0.3112583,0.061168283,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.13277087,1
Danforth,John,MO,1,1,3,0,1,1,30,40,0,0,4,4,4,1,2,97,432,14501,1980,0,1,1976,0,0,0,57,0.1430000066757202,0,1,3,0,0,0,0,47,35,6,3,1,1.3512582778930664,0.31548428535461426,0.12600000202655792,1,1,0,0.12469809502363204,10,1.0218009948730469,2,97.14501,14501,198,200,97,47,31,66,31,10.6451612903226,46.380272006209,23,97,97.14501,92,44,28,64,31,10.6451612903226,46.380272006209,23,0.505219301187043,0.161290322580645,3249,31.958763,0.46380273,0.31958762,74.46809,12.765958,50,33.333332,97.87234,0,0.21511297,0.7419355,0.4893617,16,0.34042552,0.46380273,30.434782,0.3043478,0.34028468,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.29117,1
Eagleton,Thomas,MO,0,0,3,0,0,1,7,10,0,1,3,3,3,1,2,97,440,12104,1980,1,0,1968,0,0,0,52,-0.3440000116825104,0,0,7,0,0,0,0,16,10,4,3,1,0.8816782832145691,0.6355736255645752,0.3610000014305115,1,0,0,0.6116980910301208,10,0.552374541759491,3,97.12104,12104,228,100,77,16,40,37,11,6.54545454545455,54.6717171717172,11,97,97.12104,75,13,38,37,10,6.8,55.1388888888889,10,0.791666666666667,0.764705882352941,2704,48.05195,0.54671717,0.48051947,62.5,25,75,33.333332,93.75,0,0.29889965,1,0.6875,5,0.3125,0.55138886,49.333332,0.4933333,0.77556604,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.8210961,1
Cochran,Thad,MS,1,2,6,0,1,2,13,20,1,1,3,3,3,1,1,97,428,14009,1980,0,1,1978,0,0,0,45,0.2189999967813492,0,1,2,0,0,0,0,29,18,6,3,2,1.0552765130996704,0.19968995451927185,0.2019999921321869,1,0,0,0.04869810491800308,5,0.9889922142028807,2,97.14009,14009,158,200,106,29,33,73,13,9.53846153846154,60.6925632507028,10,97,97.14009,105,23,33,72,13,9.53846153846154,60.6925632507028,10,1,0.210526315789474,2025,31.132076,0.6069256,0.31132075,62.068966,20.689655,50,66.666664,93.10345,0,0.3683587,0.7692308,0.3448276,16,0.55172414,0.6069256,31.428572,0.31428573,1.0916462,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-1.5629927,2
Stennis,John,MS,1,2,11,0,1,0,4,6,0,0,0,0,0,0,0,97,500,8883,1980,1,0,1947,0,0,0,100,-0.10100000351667404,0,0,18,1,0.1850000023841858,0,0,17,6,1,1,0,0.1103089153766632,0.7236348390579224,0.11800000071525574,1,1,0,0.3686980903148651,5,0.9132710099220276,1,97.8883,8883,661,100,45,17,20,25,2,4,57.1428571428571,2,97,97.8883,43,6,19,24,2,4,57.1428571428571,2,NA,0.818181818181818,10000,55.555557,0.5714286,0.5555556,35.294117,5.882353,100,0,100,0,0.32653064,1,0.11764706,15,0.88235295,0.5714286,55.813953,0.55813956,0.90529525,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,4.2661943,0
Baucus,Max,MT,0,0,4,0,0,2,28,39,1,1,0,1,1,0,0,97,414,14203,1980,1,0,1978,0,0,0,56,-0.2770000100135803,0,0,2,1,0.11400000005960464,0,0,44,29,2,1,1,0.7601854205131531,0.4037942588329315,0.2939999997615814,1,0,0,0.5446981191635132,2,0.3883307278156281,3,97.14203,14203,32,100,177,44,81,96,17,5.17647058823529,43.4241901888961,12,97,97.14203,170,40,76,94,17,5.17647058823529,43.4241901888961,12,1,0.758620689655172,3136,54.23729,0.4342419,0.5423729,65.90909,4.5454545,50,100,97.72727,0,0.18856601,0.7058824,0.27272728,27,0.6136364,0.4342419,55.294117,0.55294114,0.18509723,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.39715523,1
Melcher,John,MT,1,1,5,0,1,5,22,30,4,5,1,1,1,0,0,97,476,12039,1980,1,0,1976,0,0,0,64,-0.27900001406669617,0,0,3,1,0.11400000005960464,0,0,36,24,7,6,4,1.3063098192214966,2.609426736831665,0.29600000381469727,0,1,0,0.5466980934143066,2,0.4211394786834717,3,97.12039,12039,489,100,147,36,61,86,11,7,21.3744588744589,7,97,97.12039,144,31,60,84,10,7.6,23.5119047619048,7,NA,0.88,4096,58.503403,0.2137446,0.585034,66.666664,19.444445,85.71429,66.666664,88.888885,0,0.04568675,0.6363636,0.19444445,25,0.6944444,0.23511904,58.333332,0.5833333,-0.9724619,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.4507265,4
East,John,NC,0,0,0,0,0,0,2,8,0,0,0,1,1,0,0,97,441,14903,1980,0,1,1980,0,0,0,50,0.6060000061988831,0,1,1,0,0,0,0,9,3,0,0,0,0.10236457735300064,NA,0.5889999866485596,0,0,1,0.3383018970489502,11,0.9561834931373596,1,97.14903,14903,230,200,102,9,21,81,5,2,10,1,97,97.14903,99,9,20,79,5,2,10,1,NA,0.05,2500,20.588236,0.1,0.20588236,33.333332,0,NA,NA,100,0,0.010000001,0.2,0.11111111,4,0.44444445,0.1,20.20202,0.20202021,-1.5695943,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-1.0330665,0
Helms,Jesse,NC,0,0,2,0,0,3,16,43,1,1,5,9,12,3,4,97,456,14105,1980,0,1,1972,0,0,0,55,0.6370000243186951,1,1,5,0,0,0,0,57,25,8,5,4,2.276698350906372,0.3615461885929108,0.6200000047683716,1,0,0,0.3693019151687622,11,2.2687690258026123,2,97.14105,14105,346,200,95,57,19,76,18,2.61111111111111,20.1851851851852,7,97,97.14105,94,55,18,76,18,2.61111111111111,20.1851851851852,7,0.257142857142857,0.0909090909090909,3025,20,0.20185184,0.2,43.85965,14.035088,62.5,80,92.98245,0,0.040744167,0.3888889,0.12280702,39,0.68421054,0.20185184,19.148935,0.19148935,-1.034896,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.50314045,4
Andrews,Mark,ND,0,1,9,0,0,2,3,4,1,2,1,1,1,0,0,97,411,10569,1980,0,1,1980,0,0,0,70,0.01499999966472387,0,1,1,0,0,0,0,14,5,3,2,1,0.4153195023536682,NA,0.0020000000949949,1,0,1,0.2526980936527252,1,0.9561834931373596,1,97.10569,10569,17,200,124,14,34,90,6,4,53.3333333333333,5,97,97.10569,121,5,31,90,3,6.33333333333333,62.2222222222222,3,NA,0,4900,27.419355,0.53333336,0.27419356,35.714287,21.428572,66.666664,50,92.85714,0,0.28444448,0.8333333,0.35714287,8,0.5714286,0.62222224,25.619835,0.25619835,0.7053042,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,1.0866379,1
Burdick,Quentin,ND,1,1,2,0,1,2,5,9,1,2,0,0,0,0,0,97,422,1252,1980,1,0,1960,0,0,0,62,-0.31200000643730164,0,0,11,0,0,0,0,11,6,3,3,1,0.38246339559555054,0.7982209324836731,0.32899999618530273,1,1,0,0.5796980857849121,1,0.683609664440155,2,97.1252,1252,100,100,181,11,85,96,6,1.33333333333333,66.6666666666667,4,97,97.1252,174,9,82,92,5,1.4,60,3,NA,0.787878787878788,3844,53.038673,0.6666667,0.53038675,54.545456,27.272728,100,33.333332,90.90909,0,0.44444448,0.6666667,0.36363637,5,0.45454547,0.6,52.87356,0.52873564,1.4052728,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.23875608,1
Exon,J.,NE,1,1,5,0,1,0,4,10,0,0,0,0,0,0,0,97,442,14704,1980,1,0,1978,0,0,0,68,-0.1860000044107437,0,0,2,0,0,0,0,15,5,1,1,0,0.1265416145324707,0.03834957629442215,0.203000009059906,0,0,0,0.4536980986595154,3,0.3883307278156281,1,97.14704,14704,241,100,78,15,41,37,7,2.71428571428571,11.038961038961,2,97,97.14704,76,10,40,36,7,2.71428571428571,11.038961038961,2,NA,0.85,4624,47.435898,0.11038961,0.47435898,33.333332,6.6666665,100,0,100,0,0.012185867,0.2857143,0.13333334,8,0.53333336,0.11038961,47.36842,0.4736842,-1.5150512,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.8746674,0
Zorinsky,Edward,NE,1,1,6,0,0,0,10,14,0,0,0,0,0,0,0,97,510,14512,1980,1,0,1976,0,0,0,53,-0.06400000303983688,0,0,3,0,0,0,0,20,11,1,0,0,0.20029206573963165,0.41365429759025574,0.08100000023841858,1,1,0,0.33169808983802795,3,0.4211394786834717,1,97.14512,14512,746,100,114,20,45,69,8,5.75,50.6845238095238,7,97,97.14512,114,14,45,69,8,5.75,50.6845238095238,7,NA,0.91304347826087,2809,60.526318,0.50684524,0.6052632,55,5,0,NA,100,0,0.25689209,0.875,0.35,12,0.6,0.50684524,60.526318,0.6052632,0.56624776,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.7151109,0
Humphrey,Gordon,NH,0,0,1,0,0,1,13,20,0,0,1,1,1,0,1,97,459,14706,1980,0,1,1978,0,0,0,51,0.5709999799728394,0,1,2,0,0,0,0,22,14,2,1,0,0.47263064980506897,0.02876218222081661,0.5539999604225159,0,0,0,0.3033018708229065,2,0.9889922142028807,1,97.14706,14706,360,200,59,22,11,48,12,3.83333333333333,36.1507936507937,8,97,97.14706,57,21,10,47,12,3.83333333333333,36.1507936507937,8,NA,0.105263157894737,2601,18.644068,0.36150792,0.18644068,63.636364,9.090909,50,0,100,0,0.13068798,0.6666667,0.36363637,10,0.45454547,0.36150792,17.54386,0.1754386,-0.19673905,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.92708135,0
Rudman,Warren,NH,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,97,493,14909,1980,0,1,1980,0,0,0,52,0.27000001072883606,0,1,1,0,0,0,0,2,2,2,2,1,0.4062502980232239,NA,0.25300002098083496,1,0,1,0.0023019106592983,2,0.9561834931373596,1,97.14909,14909,601,200,59,2,17,42,1,84,48.8095238095238,1,97,97.14909,58,1,16,42,1,84,48.8095238095238,1,0.488095238095238,0.176470588235294,2704,28.813559,0.48809522,0.2881356,100,100,100,50,50,0,0.23823695,1,0.5,1,0.5,0.48809522,27.586206,0.27586207,0.4678146,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.8210961,1
Bradley,Bill,NJ,0,1,1,0,0,0,10,11,0,0,0,0,0,0,0,97,419,14702,1980,1,0,1978,0,0,0,56,-0.31700000166893005,0,0,2,0,0,0,0,12,11,0,0,0,0.16850896179676056,0.03195798024535179,0.33399999141693115,1,0,0,0.5846980810165405,15,0.3883307278156281,1,97.14702,14702,77,100,82,12,42,40,6,3,38.8888888888889,3,97,97.14702,80,11,41,39,6,3,38.8888888888889,3,NA,0.769230769230769,3136,48.780487,0.3888889,0.48780486,91.666664,0,NA,NA,100,0,0.15123457,0.5,0.25,6,0.5,0.3888889,48.75,0.4875,-0.052995358,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.39715523,0
Williams,Harrison,NJ,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,97,509,10147,1980,1,0,1958,0,0,0,61,-0.3610000014305115,0,0,12,0,0,0,0,8,2,0,0,0,0.07059222459793091,1.768041729927063,0.3779999911785126,1,1,0,0.6286981105804443,15,0.716418445110321,1,97.10147,10147,731,100,90,8,50,40,6,1,16.6666666666667,1,97,97.10147,85,8,48,37,6,1,16.6666666666667,1,NA,0.714285714285714,3721,44.444443,0.16666667,0.44444442,25,0,NA,NA,100,0,0.02777778,0.16666667,0.125,2,0.25,0.16666667,43.52941,0.43529412,-1.2196099,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.13277087,0
Domenici,Pete,NM,0,0,1,0,0,3,13,25,2,3,2,2,2,0,2,97,438,14103,1980,0,1,1972,0,0,0,53,0.21699999272823337,1,1,5,0,0,0,0,28,15,5,5,2,1.1000711917877195,2.032540798187256,0.19999998807907104,0,0,0,0.05069810897111893,2,2.2687690258026123,1,97.14103,14103,217,200,81,28,16,65,7,2,21.4285714285714,2,97,97.14103,79,27,16,63,7,2,21.4285714285714,2,NA,0,2809,19.753086,0.21428572,0.19753087,53.57143,17.857143,100,40,92.85714,0,0.045918368,0.2857143,0.071428575,21,0.75,0.21428572,20.253164,0.20253164,-0.9696211,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.7151109,2
Schmitt,Harrison,NM,0,0,0,0,0,6,15,27,1,3,5,6,6,2,3,97,496,14510,1980,0,1,1976,0,0,0,57,0.32600000500679016,0,1,3,0,0,0,0,33,21,11,6,3,1.9183467626571655,0.38884642720222473,0.30900001525878906,1,1,0,0.0583019033074379,2,1.0218009948730469,3,97.1451,14510,619,200,129,33,27,102,17,10.3529411764706,11.2907481833313,7,97,97.1451,124,33,24,100,17,10.3529411764706,11.2907481833313,7,0.225,0.135135135135135,3249,20.930233,0.112907484,0.20930234,63.636364,33.333332,54.545456,50,90.90909,0,0.0127481,0.4117647,0.21212122,16,0.4848485,0.112907484,19.35484,0.1935484,-1.5018331,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.29117,3
Cannon,Howard,NV,1,1,2,1,1,5,18,34,1,4,3,3,3,0,1,97,425,1482,1980,1,0,1958,0,0,0,63,-0.2029999941587448,0,0,12,1,0.12999999523162842,0,0,39,22,9,6,2,1.2457205057144165,10.194400787353516,0.2199999988079071,1,1,0,0.4706980884075165,1,0.716418445110321,3,97.1482,1482,121,100,136,39,62,74,30,3.66666666666667,71.9141414141414,29,97,97.1482,131,37,59,72,29,3.75862068965517,70.9456635318704,28,0.8,0.866666666666667,3969,54.411766,0.7191414,0.5441177,56.410255,23.076923,66.666664,33.333332,94.871796,0,0.5171644,0.96666664,0.74358976,9,0.23076923,0.7094566,54.961834,0.54961836,1.680753,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.34474128,1
Laxalt,Paul,NV,8,10,17,0,8,0,4,7,0,0,1,1,1,0,1,97,467,14077,1980,0,1,1974,0,0,0,59,0.4600000083446502,0,1,4,0,0,0,0,25,15,9,9,0,0.4403861165046692,0.11340340971946716,0.4430000185966492,1,0,0,0.1923019140958786,1,1.054609775543213,1,97.14077,14077,427,200,101,25,35,66,7,12.1428571428571,91.8625678119349,7,97,97.14077,98,8,32,66,5,16.6,88.6075949367089,5,0.430379746835443,0.15,3481,34.653465,0.91862565,0.34653464,60,36,100,0,100,0,0.8438731,1,0.28,18,0.72,0.886076,32.65306,0.3265306,2.7279985,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.079199575,0
D'Amato,Alfonse,NY,0,0,5,0,0,1,20,27,1,1,2,2,2,0,0,97,431,14900,1980,0,1,1980,0,0,0,45,0.11599999666213988,0,1,1,0,0,0,0,34,22,3,1,1,0.7288302183151245,NA,0.0989999994635582,1,0,1,0.15169809758663175,39,0.9561834931373596,2,97.149,14900,196,200,97,34,24,73,18,5.55555555555556,52.1710374971245,16,97,97.149,92,29,21,71,18,5.55555555555556,52.1710374971245,16,0,0.115384615384615,2025,24.742268,0.5217104,0.24742268,64.70588,8.823529,33.333332,100,97.05882,0,0.27218175,0.8888889,0.47058824,16,0.47058824,0.5217104,22.826086,0.22826086,0.6442864,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-1.5629927,1
Moynihan,Daniel,NY,0,1,2,0,0,2,71,90,1,1,2,2,3,1,1,97,479,14508,1980,1,0,1976,0,0,0,54,-0.3100000023841858,0,0,3,0,0,0,0,95,74,4,2,2,1.9535670280456543,1.7260395288467407,0.3269999921321869,1,1,0,0.5776981115341187,39,0.4211394786834717,3,97.14508,14508,515,100,149,95,63,86,35,5.51428571428571,45.7316150311542,24,97,97.14508,145,93,62,83,34,4.76470588235294,46.0330192683134,23,0.75,0.777777777777778,2916,57.71812,0.45731616,0.5771812,77.89474,4.2105265,50,100,97.89474,0,0.20913807,0.6857143,0.25263157,60,0.6315789,0.4603302,57.24138,0.5724138,0.30623174,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.6091257,2
Glenn,John,OH,0,0,3,0,0,1,10,15,0,0,0,0,0,0,0,97,445,14304,1980,1,0,1974,0,0,0,69,-0.23999999463558197,0,0,4,0,0,0,0,18,10,1,0,0,0.22460956871509552,0.5949687361717224,0.25699999928474426,1,0,0,0.507698118686676,23,0.4539482593536377,1,97.14304,14304,272,100,68,18,22,46,10,6.9,24.6557971014493,6,97,97.14304,67,15,22,45,10,6.9,24.6557971014493,6,NA,0.818181818181818,4761,67.64706,0.24655797,0.6764706,55.555557,5.5555553,0,NA,100,0,0.06079083,0.6,0.33333334,8,0.44444445,0.24655797,67.16418,0.67164177,-0.80019933,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.98065263,0
Metzenbaum,Howard,OH,0,0,1,0,0,0,18,26,0,0,1,1,1,0,0,97,477,14073,1980,1,0,1976,0,0,0,50,-0.4830000102519989,0,0,4,1,0.35499998927116394,0,0,28,19,1,0,0,0.42980921268463135,1.6721477508544922,0.5,0,1,0,0.7506980895996094,23,0.4539482593536377,2,97.14073,14073,496,100,94,28,54,40,17,4,12.2468218056453,6,97,97.14073,91,27,52,39,17,4,12.2468218056453,6,0,0.72,2500,42.553192,0.12246822,0.42553192,67.85714,3.5714285,0,NA,100,0,0.014998465,0.3529412,0.21428572,11,0.39285713,0.12246822,42.857143,0.42857143,-1.4516414,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-1.0330665,0
Boren,David,OK,0,1,2,0,0,1,18,27,0,0,0,0,0,0,0,97,417,14700,1980,1,0,1978,0,0,0,65,-0.07999999821186066,0,0,2,1,0.24899999797344208,0,0,29,19,1,0,0,0.3781681358814239,0.13117684423923492,0.09699999541044237,1,0,0,0.3476980924606323,6,0.3883307278156281,2,97.147,14700,71,100,130,29,58,72,19,6.63157894736842,69.314350116778,18,97,97.147,129,27,57,72,18,6.11111111111111,71.0818140121546,17,NA,0.842105263157895,4225,55.384617,0.6931435,0.5538462,65.51724,3.4482758,0,NA,100,0,0.4804479,0.94736844,0.62068963,10,0.3448276,0.7108181,55.813953,0.55813956,1.5442699,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.55671173,0
Nickles,Don,OK,0,0,0,0,0,2,10,16,0,2,1,1,1,0,1,97,481,14908,1980,0,1,1980,0,0,0,53,0.39899998903274536,0,1,1,1,0.24899999797344208,0,0,17,11,3,3,0,0.5459304451942444,NA,0.38199999928474426,0,0,1,0.1313018947839737,6,0.9561834931373596,2,97.14908,14908,532,200,84,17,21,63,16,3.9375,49.1369047619048,10,97,97.14908,83,17,20,63,16,3.9375,49.1369047619048,10,0.1,0.105263157894737,2809,25,0.49136904,0.25,64.70588,17.647058,100,0,100,0,0.24144353,0.625,0.5882353,1,0.05882353,0.49136904,24.096386,0.24096386,0.48500136,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.7151109,0
Hatfield,Mark,OR,1,1,4,1,1,6,16,27,2,5,4,3,6,1,2,97,451,11203,1980,0,1,1966,0,0,0,62,0.04199999943375587,1,1,8,1,0.2329999953508377,0,0,37,20,11,8,4,1.7562214136123655,1.6109641790390017,0.02499999850988388,1,0,0,0.2256980985403061,4,2.3671953678131104,2,97.11203,11203,325,200,105,37,28,77,22,6.09090909090909,41.6230583142348,17,97,97.11203,102,33,27,75,20,6.3,44.3567927170868,16,0.401785714285714,0.0869565217391304,3844,26.666666,0.4162306,0.26666665,54.054054,29.72973,72.72727,50,89.189186,0,0.1732479,0.77272725,0.45945945,15,0.4054054,0.44356793,26.470589,0.2647059,0.09054212,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,0.23875608,3
Packwood,Bob,OR,3,3,4,0,3,12,23,34,7,10,13,11,13,5,7,97,483,12107,1980,0,1,1968,0,0,0,52,0.10499999672174454,1,1,7,1,0.2329999953508377,0,0,51,37,28,20,12,4.858835220336914,0.18361613154411316,0.08799999952316284,1,0,0,0.16269810497760773,4,2.3343865871429443,3,97.12107,12107,541,200,78,51,14,63,23,3.91304347826087,18.804347826087,9,97,97.12107,76,47,14,61,22,4.04545454545455,19.6590909090909,9,0.1,0.0645161290322581,2704,17.948717,0.18804348,0.17948717,72.54902,54.901962,71.42857,60,76.47059,0,0.035360347,0.39130434,0.1764706,28,0.54901963,0.19659092,18.421053,0.18421052,-1.1073867,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.8210961,12
Heinz,John,PA,2,2,12,0,2,2,48,60,0,1,4,4,5,2,2,97,455,13050,1980,0,1,1976,0,0,0,52,0.02500000037252903,0,1,3,0,0,0,0,77,54,8,5,2,1.9688001871109009,0.5589272975921631,0.00800000037997961,1,1,0,0.2426981031894684,25,1.0218009948730469,3,97.1305,13050,341,200,151,77,47,104,43,10.5116279069767,47.9365198888713,36,97,97.1305,147,65,45,102,43,10.5116279069767,47.9365198888713,36,0.447127727856226,0.194444444444444,2704,31.125828,0.4793652,0.3112583,70.12987,10.38961,62.5,40,97.402596,0,0.229791,0.8372093,0.46753246,34,0.44155845,0.4793652,30.612246,0.30612245,0.42198402,4,54,4,-0.2965,0.254,0.55050004,-1.2004739,-0.8210961,2
